"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"88","YAR035W",293.385781029259,-0.100197140547629,0.17776190872611,-0.563659229728512,0.572986069027121,0.821447557692307,"YAT1","Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"
"89","YAR042W",2585.56897681647,0.180132871109728,0.116709528458488,1.54342900266107,0.122726721264697,0.467014708229947,"SWH1","Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication"
"90","YAR050W",519.383942924434,0.0425186993267451,0.175438859605336,0.242356222688602,0.808504152541865,0.932585770518467,"FLO1","Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication"
"91","YAR064W",22.8283227944338,-0.424747328617263,0.4706994491668,-0.902374815541258,0.366857794732902,NA,"","Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication"
"92","YAR066W",98.8870435977336,-0.62450652647218,0.733708535633412,-0.851164319538743,0.394678080137407,NA,"","Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication"
"93","YAR068W",198.538532605672,-0.522057851076006,0.165672645596017,-3.15114090921814,0.0016263400801782,0.0441876599784417,"","Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication"
"94","YAR071W",322.331399059628,-1.01254550846999,0.510677922299342,-1.9827477638175,0.0473956114445954,0.309720309833624,"PHO11","One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication"
"95","YBL001C",680.843680725702,-0.381553792903153,0.178041043721632,-2.14306648021967,0.0321077605492132,0.254470379807658,"ECM15","Non-essential protein of unknown function; likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis"
"96","YBL002W",4037.4633230244,-0.0196183455986705,0.0938289802637721,-0.209086207092088,0.834380941890756,0.941724561753914,"HTB2","Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"
"97","YBL003C",4304.30443774169,0.0791417993107294,0.115010886961263,0.68812441501634,0.491374436792805,0.777782898203351,"HTA2","Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"
"98","YBL004W",13262.5634261468,0.264213146136577,0.0898591055689112,2.94030465208623,0.00327889682872942,0.0693288924798276,"UTP20","Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA"
"99","YBL005W",2672.00932253824,0.0254027529355989,0.0889235684053104,0.285669518117111,0.775131253209262,0.916861826281917,"PDR3","Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate"
"100","YBL005W-A",3150.53295879267,0.238697069001883,0.16807558861542,1.42017690354817,0.155556185899322,0.506514060204749,"","Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"101","YBL005W-B",44668.053578998,0.271441650542883,0.139882184385206,1.94050194265905,0.0523187183134225,0.326469116626422,"","Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
"102","YBL006C",836.205959476602,-0.405298322286071,0.159597040457503,-2.53951026362542,0.011100778815657,0.146057220543051,"LDB7","Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions"
"103","YBL007C",13380.0469053033,0.372074658912639,0.0987568302191107,3.7675840555749,0.00016483504786305,0.0087561500178393,"SLA1","Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains"
"104","YBL008W",1067.8330902942,-0.108242912977952,0.0903600644218126,-1.19790654943161,0.230953399751174,0.591680056476429,"HIR1","Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores"
"105","YBL008W-A",14.056495212785,0.144447185990582,0.59779823201341,0.241632006009916,0.809065319617466,NA,"","Putative protein of unknown function; identified by fungal homology and RT-PCR"
"106","YBL009W",901.575339548517,0.213884311159812,0.12385819709876,1.72684825203187,0.0841949200937086,0.400644466470723,"ALK2","Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins"
"107","YBL010C",183.533366552653,0.0167189305186057,0.175129316643682,0.0954662008567195,0.92394453542254,0.976825667153079,"","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles"
"108","YBL011W",4581.67640919421,0.159909962945801,0.0686153504329578,2.33052752681114,0.0197782868883658,0.196194627390162,"SCT1","Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed"
"109","YBL013W",190.410472970476,0.00408018115736097,0.153694661565954,0.0265473186627895,0.97882079204768,0.993995492521073,"FMT1","Methionyl-tRNA formyltransferase; catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate"
"110","YBL014C",1346.28266886761,0.0942000575857486,0.0833020245226222,1.13082554866559,0.258128524372064,0.608221840606326,"RRN6","Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p"
"111","YBL015W",731.122237009094,0.0961498911819622,0.134529063780719,0.714714638456754,0.474785390536537,0.767027434131325,"ACH1","Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth"
"112","YBL016W",480.679830417933,-0.128002879429055,0.120668149152453,-1.0607843107574,0.288787933885869,0.635076338622344,"FUS3","Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis"
"113","YBL017C",7958.77802729278,0.316739857335059,0.102061989277274,3.10340666077521,0.00191306569670311,0.0495028523613556,"PEP1","Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments"
"114","YBL018C",431.16308180871,-0.252097544720759,0.216802392752048,-1.1627987197036,0.244911176742551,0.601685674663965,"POP8","Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia"
"115","YBL019W",366.689299445093,-0.128135929126436,0.116342480043717,-1.10136838305568,0.270736360112534,0.621538394952054,"APN2","Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII"
"116","YBL020W",1677.85258295702,0.221959638249494,0.109005745607245,2.0362196232227,0.0417283066390352,0.289041409634926,"RFT1","Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene"
"117","YBL021C",278.403768379873,0.0344915516945041,0.143349165205212,0.240612155955897,0.809855727854065,0.932967196621469,"HAP3","Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding"
"118","YBL022C",7435.47760942121,0.070920054080754,0.0661188140498063,1.0726153380085,0.28344374007674,0.631338547746357,"PIM1","ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"
"119","YBL023C",1732.80108135986,0.174562315112197,0.0960427465528151,1.81754813744527,0.069133224536382,0.364021261754554,"MCM2","Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress"
"120","YBL024W",5247.85647788301,0.0807177319084356,0.0822254684651562,0.98166338745325,0.326265708279193,0.669787630823247,"NCL1","S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120"
"121","YBL025W",132.515251884539,-0.189256844798359,0.187821628135212,-1.00764138122642,0.31362665546395,0.663088265443231,"RRN10","Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I"
